,Combination,B_I,Ker Len,Elementary Vector,Duplicate,Group
8723,"(2, 6, 8, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1]])",2,,0,
8724,"(2, 6, 8, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8725,"(2, 6, 8, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0]])",1,"(0, -1, 0, 1, 0)",1,353.0
8726,"(2, 6, 8, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8727,"(2, 6, 8, 23)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8728,"(2, 6, 8, 24)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8729,"(2, 6, 8, 25)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, -1, 0, 1, 0)",1,353.0
8730,"(2, 6, 8, 26)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8731,"(2, 6, 8, 27)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8732,"(2, 6, 8, 28)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8733,"(2, 6, 8, 29)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8734,"(2, 6, 8, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8735,"(2, 6, 9, 10)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8736,"(2, 6, 9, 11)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8737,"(2, 6, 9, 12)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8738,"(2, 6, 9, 13)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8739,"(2, 6, 9, 14)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 0, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8740,"(2, 6, 9, 15)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 0, 0]])",2,,0,
8741,"(2, 6, 9, 16)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 1, 0, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8742,"(2, 6, 9, 17)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8743,"(2, 6, 9, 18)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8744,"(2, 6, 9, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8745,"(2, 6, 9, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 0, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8746,"(2, 6, 9, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8747,"(2, 6, 9, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8748,"(2, 6, 9, 23)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8749,"(2, 6, 9, 24)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8750,"(2, 6, 9, 25)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8751,"(2, 6, 9, 26)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8752,"(2, 6, 9, 27)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8753,"(2, 6, 9, 28)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8754,"(2, 6, 9, 29)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8755,"(2, 6, 9, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8756,"(2, 6, 10, 11)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 1, 0, 0, 1]])",1,"(0, -1, 0, 1, 1)",1,354.0
8757,"(2, 6, 10, 12)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8758,"(2, 6, 10, 13)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 0, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8759,"(2, 6, 10, 14)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 0, 0, 1, 1]])",1,"(0, 1, 0, -1, 1)",1,380.0
8760,"(2, 6, 10, 15)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8761,"(2, 6, 10, 16)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 1, 0]])",2,,0,
8762,"(2, 6, 10, 17)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 0, 1]])",1,"(0, -1, 0, 1, 1)",1,354.0
8763,"(2, 6, 10, 18)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8764,"(2, 6, 10, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 0, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8765,"(2, 6, 10, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 0, 0, 1, 1]])",1,"(0, 1, 0, -1, 1)",1,380.0
8766,"(2, 6, 10, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 1, 0]])",2,,0,
8767,"(2, 6, 10, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 0, 1]])",1,"(0, -1, 0, 1, 1)",1,354.0
8768,"(2, 6, 10, 23)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8769,"(2, 6, 10, 24)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,"(0, 1, 0, -1, 1)",1,380.0
8770,"(2, 6, 10, 25)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 1, 0]])",2,,0,
8771,"(2, 6, 10, 26)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, -1, 0, 1, 1)",1,354.0
8772,"(2, 6, 10, 27)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8773,"(2, 6, 10, 28)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 1, 0, -1, 1)",1,380.0
8774,"(2, 6, 10, 29)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8775,"(2, 6, 10, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8776,"(2, 6, 11, 12)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 1, 0]])",1,"(0, -1, 0, 0, 1)",1,352.0
8777,"(2, 6, 11, 13)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8778,"(2, 6, 11, 14)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 0, 0, 1, 1]])",1,"(0, -1, 0, -1, 1)",1,351.0
8779,"(2, 6, 11, 15)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 1, 0)",1,369.0
8780,"(2, 6, 11, 16)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1, 0]])",1,"(0, -1, 0, 1, 1)",1,354.0
8781,"(2, 6, 11, 17)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 0, 1]])",2,,0,
8782,"(2, 6, 11, 18)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,"(0, -1, 0, 0, 1)",1,352.0
8783,"(2, 6, 11, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8784,"(2, 6, 11, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, -1, 0, -1, 1)",1,351.0
8785,"(2, 6, 11, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,"(0, -1, 0, 1, 1)",1,354.0
8786,"(2, 6, 11, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",2,,0,
8787,"(2, 6, 11, 23)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8788,"(2, 6, 11, 24)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,"(0, -1, 0, -1, 1)",1,351.0
8789,"(2, 6, 11, 25)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, -1, 0, 1, 1)",1,354.0
8790,"(2, 6, 11, 26)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",2,,0,
8791,"(2, 6, 11, 27)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8792,"(2, 6, 11, 28)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, -1, 0, -1, 1)",1,351.0
8793,"(2, 6, 11, 29)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8794,"(2, 6, 11, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8795,"(2, 6, 12, 13)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [0, 0, 1, 0, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8796,"(2, 6, 12, 14)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [0, 0, 0, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8797,"(2, 6, 12, 15)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8798,"(2, 6, 12, 16)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8799,"(2, 6, 12, 17)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 0, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8800,"(2, 6, 12, 18)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 1, 0]])",2,,0,
8801,"(2, 6, 12, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8802,"(2, 6, 12, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8803,"(2, 6, 12, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8804,"(2, 6, 12, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8805,"(2, 6, 12, 23)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8806,"(2, 6, 12, 24)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8807,"(2, 6, 12, 25)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8808,"(2, 6, 12, 26)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8809,"(2, 6, 12, 27)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8810,"(2, 6, 12, 28)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8811,"(2, 6, 12, 29)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8812,"(2, 6, 12, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 0, 1)",1,352.0
8813,"(2, 6, 13, 14)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8814,"(2, 6, 13, 15)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 1, 0)",1,369.0
8815,"(2, 6, 13, 16)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 1, 0]])",1,"(0, -1, 0, 1, 0)",1,353.0
8816,"(2, 6, 13, 17)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8817,"(2, 6, 13, 18)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 0, 1, 1, 0]])",1,"(0, 1, 0, 0, 0)",1,381.0
8818,"(2, 6, 13, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 0, 1, 0, 1]])",2,,0,
8819,"(2, 6, 13, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8820,"(2, 6, 13, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,"(0, -1, 0, 1, 0)",1,353.0
8821,"(2, 6, 13, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8822,"(2, 6, 13, 23)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8823,"(2, 6, 13, 24)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8824,"(2, 6, 13, 25)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, -1, 0, 1, 0)",1,353.0
8825,"(2, 6, 13, 26)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8826,"(2, 6, 13, 27)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8827,"(2, 6, 13, 28)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8828,"(2, 6, 13, 29)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8829,"(2, 6, 13, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
8830,"(2, 6, 14, 15)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, -1, 1)",1,367.0
8831,"(2, 6, 14, 16)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 1, 0, 1, 0]])",1,"(0, 1, 0, -1, 1)",1,380.0
8832,"(2, 6, 14, 17)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 1, 0, 0, 1]])",1,"(0, -1, 0, -1, 1)",1,351.0
8833,"(2, 6, 14, 18)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 0, 1, 1, 0]])",1,"(0, 1, 0, 0, 0)",1,381.0
8834,"(2, 6, 14, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 0, 1, 0, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
8835,"(2, 6, 14, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 0, 0, 1, 1]])",2,,0,
8836,"(2, 6, 14, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,"(0, 1, 0, -1, 1)",1,380.0
8837,"(2, 6, 14, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 1, 1, 0, 1]])",1,"(0, -1, 0, -1, 1)",1,351.0
8838,"(2, 6, 14, 23)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8839,"(2, 6, 14, 24)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",2,,0,
8840,"(2, 6, 14, 25)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(0, 1, 0, -1, 1)",1,380.0
8841,"(2, 6, 14, 26)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(0, -1, 0, -1, 1)",1,351.0
8842,"(2, 6, 14, 27)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8843,"(2, 6, 14, 28)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",2,,0,
8844,"(2, 6, 14, 29)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8845,"(2, 6, 14, 30)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8846,"(2, 6, 15, 16)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8847,"(2, 6, 15, 17)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8848,"(2, 6, 15, 18)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8849,"(2, 6, 15, 19)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
8850,"(2, 6, 15, 20)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
8851,"(2, 6, 15, 21)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
8852,"(2, 6, 15, 22)","Matrix([[0, 0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
